0	1.526	2.492390026353444	2.9995490244114467	4.4443491913985484	5.345267749355664	5.107334822848657	5.643909260077736	7.091216243742476	7.333892501733619	6.901457264907912	7.447566127044327	8.912602447852787	9.602083353343517	9.802208810661302
1.526	0	1.526	2.4923900263534446	3.829132823513894	4.980709161325085	5.1920244673727405	5.830953640278296	7.122675344493382	7.041978354911352	6.457326429072276	6.70380661573474	8.180297844267239	8.677267059957279	8.756296742847145
2.492390026353444	1.526	0	1.526	2.492390026353444	3.8396108083336435	4.245959872270805	4.731129653795092	5.888394323939755	5.67546704092859	4.97471778427775	5.206840526543704	6.700546768563899	7.264072677611383	7.352528209460167
2.9995490244114467	2.4923900263534446	1.526	0	1.5259999999999996	2.4923900263534438	2.8603856603110844	3.6631130255063655	4.80765820005589	4.65063052844749	4.3215761750649655	4.703116643734445	6.087776382153855	6.736407849118298	7.137739162317341
4.4443491913985484	3.829132823513894	2.492390026353444	1.5259999999999996	0	1.5259999999999996	2.492390026353444	3.0779210663263536	3.828468321084727	3.3263187753955523	2.919882477164856	3.2040525655096994	4.563636019692848	5.2681010448360155	5.752346577699756
5.345267749355664	4.980709161325085	3.8396108083336435	2.4923900263534438	1.5259999999999996	0	1.526	2.4923900263534446	2.966503166008798	2.5351482519638506	2.8957974872720813	3.3856454728788514	4.384200134118615	5.184501987670268	6.042956442162228
5.107334822848657	5.1920244673727405	4.245959872270805	2.8603856603110844	2.492390026353444	1.526	0	1.5260000000000007	2.4923900263534446	2.912535465395442	3.5076045938261493	4.473723527679472	5.421265951053319	6.4422264937680636	7.3307300916016205
5.643909260077736	5.830953640278296	4.731129653795092	3.6631130255063655	3.0779210663263536	2.4923900263534446	1.5260000000000007	0	1.5260000000000002	2.4923900263534438	2.923199679036583	4.2698699002207885	5.172783683651669	6.4467758566901	7.249162524878049
7.091216243742476	7.122675344493382	5.888394323939755	4.80765820005589	3.828468321084727	2.966503166008798	2.4923900263534446	1.5260000000000002	0	1.5259999999999998	2.492390026353444	3.8379710153077875	4.319226575492748	5.6923344753054765	6.657274501266321
7.333892501733619	7.041978354911352	5.67546704092859	4.65063052844749	3.3263187753955523	2.5351482519638506	2.912535465395442	2.4923900263534438	1.5259999999999998	0	1.526	2.4923900263534433	2.8706458940620165	4.182486821645184	5.204202223537072
6.901457264907912	6.457326429072276	4.97471778427775	4.3215761750649655	2.919882477164856	2.8957974872720813	3.5076045938261493	2.923199679036583	2.492390026353444	1.526	0	1.5259999999999991	2.4923900263534438	3.8291328235138935	4.4361617849230015
7.447566127044327	6.70380661573474	5.206840526543704	4.703116643734445	3.2040525655096994	3.3856454728788514	4.473723527679472	4.2698699002207885	3.8379710153077875	2.4923900263534433	1.5259999999999991	0	1.526	2.4923900263534438	2.98848743914299
8.912602447852787	8.180297844267239	6.700546768563899	6.087776382153855	4.563636019692848	4.384200134118615	5.421265951053319	5.172783683651669	4.319226575492748	2.8706458940620165	2.4923900263534438	1.526	0	1.5259999999999994	2.4923900263534433
9.602083353343517	8.677267059957279	7.264072677611383	6.736407849118298	5.2681010448360155	5.184501987670268	6.4422264937680636	6.4467758566901	5.6923344753054765	4.182486821645184	3.8291328235138935	2.4923900263534438	1.5259999999999994	0	1.5259999999999998
9.802208810661302	8.756296742847145	7.352528209460167	7.137739162317341	5.752346577699756	6.042956442162228	7.3307300916016205	7.249162524878049	6.657274501266321	5.204202223537072	4.4361617849230015	2.98848743914299	2.4923900263534433	1.5259999999999998	0
